date,temperature,humidity,pressure,wind_speed,wind_direction,precipitation,cloud_cover,climate_condition
2020-02-14,19.880696486930145,61.10146684427649,1016.0153828363714,27.7534778759248,99,0.2557469697626318,38,Partly Cloudy
2020-02-15,15.863532591340668,68.78569782330709,1016.26355368973,10.022140579250479,35,0.9525826594579044,40,Partly Cloudy
2020-02-16,21.211136127323197,74.12985618232156,1012.4113383203172,13.813382954968425,351,0.3479797681160578,58,Partly Cloudy
2020-02-17,24.440985299991873,73.39725632158938,1033.4804700164018,10.39090695301931,127,0.05239348273958338,13,Clear
2020-02-18,23.375616308993806,60.4131108031138,1013.5200253240882,16.666549514722153,16,0.026664536975480182,6,Clear
2020-02-19,22.75979390822731,73.89516949852374,1012.7239978233898,9.737146036919503,100,0.19907807964094137,51,Partly Cloudy
2020-02-20,18.62860607163462,75.21284325674304,1024.1173453530864,20.065196615739147,166,0.45343838648657087,9,Clear
2020-02-21,19.36856653563542,73.23694792528379,1011.8340274560229,25.126389084832656,101,0.04846452499014373,49,Partly Cloudy
2020-02-22,21.23588524248724,62.67245139688822,1021.2590438172633,9.301434404959611,38,0.48422625666734614,19,Clear
2020-02-23,19.103393910259022,65.6467261646268,1024.070196162673,6.762152169966417,1,0.252514299037723,35,Partly Cloudy
2020-02-24,19.824867704971165,63.072051442655,1028.446516241531,8.346385105217898,69,0.2401755648996176,18,Clear
2020-02-25,22.200911704636823,59.52269713042739,1006.1814550188348,0.60526238351608,165,0.08054411713047903,73,Cloudy
2020-02-26,23.850384772303467,51.20991800880276,1014.6280587693792,8.432266247503822,305,1.4835911072330594,44,Partly Cloudy
2020-02-27,23.60559777944446,47.36381394126292,1002.0943303772881,29.64735554364344,140,0.2699202135588162,36,Partly Cloudy
2020-02-28,24.338906779059624,70.70325927553363,1017.6217127791606,10.68524430153777,53,0.1668856378050423,66,Partly Cloudy
2020-02-29,28.696657001047665,45.00286429721491,1023.4750554660126,13.506463868231917,98,0.27389839752409845,79,Cloudy
2020-03-01,21.24563414954576,57.19011810484376,1027.239825225551,15.696150428341584,174,0.5220243312839435,83,Cloudy
2020-03-02,22.44759191707632,49.96790112189815,1012.3427677945845,36.84296068394836,16,0.07075313152906704,9,Clear
2020-03-03,19.494656934881416,64.7254238703257,1009.3436973413703,4.615242931082037,235,1.141155768739883,44,Partly Cloudy
2020-03-04,23.717915815685657,58.96324262390532,1013.2358075712234,9.32368690384163,152,1.0353653914008507,56,Partly Cloudy
2020-03-05,22.081136237868357,55.208466459460155,1011.8590599094028,15.45170161579735,198,0.004789475659334959,30,Partly Cloudy
2020-03-06,25.121442565948257,59.124374325289715,1011.0386137133604,6.380968727374812,180,0.07039967674207011,53,Partly Cloudy
2020-03-07,21.80418996291184,56.9932903888989,1016.8306744284579,16.287116887511456,19,0.039368738493353664,62,Partly Cloudy
2020-03-08,24.627786012451832,46.553672484480686,1010.7042581023618,4.794787523069486,256,0.002886498591156778,58,Partly Cloudy
2020-03-09,22.185565128725372,49.04981947971155,1010.9758047924765,21.21113691259555,279,0.3380243180342299,37,Partly Cloudy
2020-03-10,28.067232779854336,55.0146648596682,1026.5837992737388,4.083622226771377,13,0.22254693630881375,24,Partly Cloudy
2020-03-11,24.047000570536277,55.15382734891625,1023.5531533553009,15.839339144646758,27,0.1289618332750068,62,Partly Cloudy
2020-03-12,23.714285519481056,61.69422105821663,1005.4891874647377,20.939316594392853,274,0.0885817772894286,51,Partly Cloudy
2020-03-13,24.93587956883476,59.2943532155164,1011.0196962246049,10.387185087899251,5,0.03922441430744223,64,Partly Cloudy
2020-03-14,31.113204869304845,49.29778351137042,1019.4494900992885,3.9236805828090704,150,0.0877042947779988,18,Clear
2020-03-15,26.078727945675112,65.3021690447256,1007.9928639298851,25.247406540625473,63,0.9111140202770699,3,Clear
2020-03-16,27.056845688327115,49.27319241877724,1012.5462263129953,26.158484775212333,148,1.0032751552068737,35,Partly Cloudy
2020-03-17,23.977925915741448,69.8568529658393,1025.0408458636787,5.636690243741257,182,0.17230066518477544,75,Cloudy
2020-03-18,24.23188591502002,53.32416355145337,1012.1890505359064,2.584704505313619,264,0.38354481500259024,79,Cloudy
2020-03-19,24.87147734869894,56.80596252457201,1021.6823190356685,16.264470632166333,350,0.2027113957572894,64,Partly Cloudy
2020-03-20,25.52528850119174,58.74678017686156,1003.6108281616238,2.109903548167023,205,0.8104825949296871,90,Cloudy
2020-03-21,27.347442833019816,50.41812801610104,1004.0079839456305,14.293347976066528,233,0.0035921670504887857,92,Cloudy
2020-03-22,23.763075660399828,53.49502665334359,1028.4271602163126,18.57863796882025,272,0.46624514588767174,97,Cloudy
2020-03-23,26.335902190960635,71.95348366178709,1008.382921858965,15.509077554545579,245,0.7478635098135734,43,Partly Cloudy
2020-03-24,24.386313676283457,63.252312631241864,1015.8866875222528,19.657182046840315,241,0.15003657137830836,24,Partly Cloudy
2020-03-25,23.972349524152488,58.128933704244076,1005.3544538632206,21.533171011893046,143,0.32961082299573574,90,Cloudy
2020-03-26,24.260127342487582,49.57050173952956,1011.9459321074845,22.647539808095082,284,0.23180900245779607,43,Partly Cloudy
2020-03-27,27.83672372586373,43.56440696689117,1025.441149451403,25.354601781383103,81,0.5290678689733173,12,Clear
2020-03-28,26.830302093123418,45.62938938304773,1019.57503690645,18.21834780167123,73,0.10337807578266926,81,Cloudy
2020-03-29,22.412255045508857,51.70621242630177,994.335076196405,0.6133787425140045,328,0.11317465576166837,4,Clear
2020-03-30,24.23246283523954,44.89316831037744,1022.6967743393731,6.688138708653667,154,0.5691461177138064,28,Partly Cloudy
2020-03-31,26.53498558286207,73.23481280208982,1009.6990058614954,7.209653474507934,83,0.024216055009117877,74,Cloudy
2020-04-01,28.62748407743951,66.57289880759541,1001.6088852967869,17.831202137085768,25,0.7359884190022817,92,Cloudy
2020-04-02,25.69053049868281,64.74372053570616,1019.0695506745543,8.623915908006094,247,0.6357788041624207,25,Partly Cloudy
2020-04-03,25.787627081714312,34.698973392995214,1020.4923813695481,14.512895426788988,94,1.371163975607704,88,Cloudy
2020-04-04,18.259843324141475,63.81729635312726,998.8654307716454,2.423511352126292,8,0.0010792704876636673,62,Partly Cloudy
2020-04-05,22.938462205165727,48.261484240526464,1011.4171215589951,28.622434556452287,332,0.2603871685223625,36,Partly Cloudy
2020-04-06,25.118123231883878,45.122880732928074,1028.7005658658911,21.170915751213144,143,0.5230132120425115,75,Cloudy
2020-04-07,23.473854212556454,57.678014553505804,1022.2319357667465,15.659267107820366,217,0.007975080005545396,6,Clear
2020-04-08,22.263485013383985,46.506707276309896,1015.8665117466034,12.52837389273014,27,0.03914018062063331,31,Partly Cloudy
2020-04-09,22.655500097561415,37.51401189269512,1024.6162432741085,16.15216874105482,53,0.5284594819436902,48,Partly Cloudy
2020-04-10,24.09393142623921,46.929667018805034,1020.6301331900672,11.321150338863339,40,1.141841482816388,6,Clear
2020-04-11,28.78671011360136,52.31093660887912,1018.7474388934249,7.64518578805601,189,0.04649870224042167,92,Cloudy
2020-04-12,27.111850848709427,52.85588179982403,1011.0151401500591,17.275769716003314,350,0.08030677164172585,51,Partly Cloudy
2020-04-13,25.090140803107357,53.967030150069284,1018.9893635521526,3.079458027896432,50,0.17481510391622998,50,Partly Cloudy
2020-04-14,21.485094050621704,41.322757406761276,1016.0097013852671,4.954591465172201,170,0.13563695619625407,14,Clear
2020-04-15,28.022834459482368,62.81452324631939,1003.7405750907214,11.110768055201152,137,0.6766022100823338,63,Partly Cloudy
2020-04-16,27.161246352726938,32.135571418355866,1024.1064012428249,29.82524024080939,91,0.030281084758236126,10,Clear
2020-04-17,26.265911379467592,52.82669616627898,1024.9547554868825,7.501235560160731,225,0.24377326173504074,15,Clear
2020-04-18,23.785151104643116,21.19737956688261,1017.9555146063776,1.0880367840582457,200,0.2687158736766109,75,Cloudy
2020-04-19,24.518126691686163,45.6733201516334,1023.7119487635888,17.382337275230665,228,0.6070835563426648,6,Clear
2020-04-20,21.571917767234815,53.33978620231417,1025.3206181273501,18.82388303680682,87,0.09082921012838908,55,Partly Cloudy
2020-04-21,23.6085747915471,20.0,1009.4035914402988,6.323996014851261,279,0.22901483006996606,10,Clear
2020-04-22,23.897130612506615,49.59277222878058,1000.4217503279165,12.35739483706562,182,1.188992939095096,64,Partly Cloudy
2020-04-23,25.890655258931915,33.55044730682977,1011.2855416351708,20.436449542897122,25,0.04585128392860319,7,Clear
2020-04-24,17.368476708096285,33.5649518021818,1009.6034696844777,40.72683083952856,212,0.8338663923664515,51,Partly Cloudy
2020-04-25,28.60527884001913,59.8725561661691,1014.9296625492119,7.578280973487858,99,0.231311268564595,64,Partly Cloudy
2020-04-26,24.553224449482023,38.719181973707876,1009.6461470722068,16.155606146761055,42,0.4943586924652821,84,Cloudy
2020-04-27,26.94651382306925,34.561458519910964,1011.9101927309019,10.343104205093773,135,0.2912868328813458,75,Cloudy
2020-04-28,27.339008006444306,45.68653832226075,1010.5407035891142,16.9825517374644,350,0.07498628570529571,19,Clear
2020-04-29,25.634617515899496,61.07225082132844,1008.2971604058654,12.76317332758768,16,0.40455740026305975,44,Partly Cloudy
2020-04-30,24.162557524494197,39.70055148998468,1002.0462972079241,10.826555574801503,349,0.2850380705945226,22,Partly Cloudy
2020-05-01,25.356056157743044,36.86612744887665,1006.7175217607114,4.406299788279975,25,0.4441712708683781,72,Cloudy
2020-05-02,23.320910127756616,50.771792374483425,1002.6760774732493,26.059280096313,84,0.005769632812443123,33,Partly Cloudy
2020-05-03,27.269873835423965,47.76453833745735,998.173680498406,13.860719107813916,70,0.05780598137415752,98,Cloudy
2020-05-04,25.591144860490964,34.580864826875015,1016.8430152266055,23.183820640328385,15,0.6233126684949544,34,Partly Cloudy
2020-05-05,19.716367724424572,44.02603532798833,1023.0581002764355,28.488595192538877,209,0.03468585682623195,84,Cloudy
2020-05-06,26.512959317304322,39.359412094898815,998.1824097214635,6.001326559104691,33,0.20611335352400842,35,Partly Cloudy
2020-05-07,22.639686279407336,44.93394505152129,1007.0166999024067,10.095335650700083,200,0.02800936498716833,4,Clear
2020-05-08,27.148780640266697,21.333119500790232,1009.1035656239969,19.079787862788308,285,0.20984589682694937,55,Partly Cloudy
2020-05-09,20.116608711032605,39.908347122972216,1013.5127795506334,7.0211356889579495,72,0.5989799675000754,6,Clear
2020-05-10,19.333812272952148,50.93706795380132,1014.4201380019844,3.4098033943012136,275,0.09391864490736745,91,Cloudy
2020-05-11,26.450437518522655,71.1827194439033,1013.6981294115905,22.9860327734435,143,0.12879559217444633,75,Cloudy
2020-05-12,19.621889375389873,20.0,1021.299136379411,10.929403601957189,89,0.01553626933732845,91,Cloudy
2020-05-13,21.796361702063617,32.88110744051405,1020.8007955471991,29.589349983059872,328,0.3570895623349724,42,Partly Cloudy
2020-05-14,18.63034378046492,30.859985958223675,1004.2108589794618,19.47435957517774,273,0.16067391278471885,28,Partly Cloudy
2020-05-15,19.95909372651944,45.79790096989127,1025.1315115943405,15.214182054632612,284,0.13040894440819503,71,Cloudy
2020-05-16,24.742441582754733,48.75915527970821,1018.6569578077086,13.589598935283432,305,0.21310073723766598,62,Partly Cloudy
2020-05-17,22.869575143487616,32.852848548557546,1021.8783330764644,1.1815315587702826,265,0.08844612195767963,51,Partly Cloudy
2020-05-18,22.615730335931953,42.137565595590196,1010.2678750347568,13.172206945467584,350,0.44593627322457735,89,Cloudy
2020-05-19,19.624720382899792,40.10319435000198,1021.8631426690558,7.5332353808698995,309,0.019449633365467973,42,Partly Cloudy
2020-05-20,22.301724528802566,34.03399249353995,1003.3776918208945,21.695478979173675,332,0.3852062646787554,94,Cloudy
2020-05-21,24.452634867229545,32.90299521386281,1012.3070058033265,23.37239323305995,234,0.6293636804166345,53,Partly Cloudy
2020-05-22,21.06456634048683,26.236333172490028,1016.2246357403554,9.797488361041633,310,0.10261372406120067,21,Partly Cloudy
2020-05-23,17.879335680614822,29.028734279992566,1023.8716275169631,21.09898308693439,156,0.5376959335184583,78,Cloudy
2020-05-24,20.02771340950143,27.388504806723752,1014.2151459691175,3.7249043230746888,4,0.1297549973983829,3,Clear
2020-05-25,20.289868375523852,45.1691266093369,1014.613901226792,20.08220665822252,318,0.044824529832787285,70,Cloudy
2020-05-26,19.49261732103612,26.650716081964983,1014.439340167116,12.570034626744905,263,0.31732077907204415,92,Cloudy
2020-05-27,22.21666896361805,39.2888721569276,1017.3173014786573,12.373221140787612,177,0.062093286509981555,23,Partly Cloudy
2020-05-28,17.38766186670775,33.668690799988234,1007.0497059307316,6.61801917291604,112,0.0722115263934506,42,Partly Cloudy
2020-05-29,17.287167456683292,25.813242419784096,1020.3631894212059,3.9843092586636546,109,0.1633863733246289,72,Cloudy
2020-05-30,15.58949969706446,45.31885199283634,1006.0792940192861,19.324869885491513,308,0.7081756519114536,44,Partly Cloudy
2020-05-31,17.982844969166813,22.58219254498833,1020.6906803283133,13.508414376438886,84,0.37367328228897295,34,Partly Cloudy
2020-06-01,17.22845546086957,40.540931806429164,1003.0115009758515,7.641394543689385,133,0.1531134760712391,78,Cloudy
2020-06-02,18.99738478573354,39.22579322877663,1012.6523618431474,5.231229876171188,82,0.0455594985979751,22,Partly Cloudy
2020-06-03,21.307797074453397,39.49363705771109,1019.4780907217171,1.7265486819406377,322,0.015060515956517157,17,Clear
2020-06-04,20.732972894235438,26.851216065369698,1009.185411542167,7.796953101496685,93,0.47767518019738586,49,Partly Cloudy
2020-06-05,20.30915140239574,45.34064227536144,1013.9145048152702,4.5875090387952975,189,0.0663831858889815,87,Cloudy
2020-06-06,15.571235324228091,20.2259643392602,1017.7634871756487,5.673263902387766,26,0.07649710917191285,61,Partly Cloudy
2020-06-07,12.568931027814129,37.40804791845805,1019.3854772385444,14.03215867354419,341,0.11108526610925985,43,Partly Cloudy
2020-06-08,15.58523052018152,26.68195471540441,1019.3735216250733,15.518034289542532,22,0.19205807919132492,81,Cloudy
2020-06-09,21.179046391320306,24.774905645594405,1015.1703340197078,12.412552337452953,282,0.2528064224893025,88,Cloudy
2020-06-10,13.630466328247007,35.30379982151007,1004.9983106076185,30.267620291650296,268,0.04648047534412199,65,Partly Cloudy
2020-06-11,18.556400049920974,20.0,1005.0700632717765,5.729972972417533,26,0.2442273810219426,39,Partly Cloudy
2020-06-12,21.42556238078132,22.094247024301083,1013.9694698367772,3.74712661597696,245,0.048591787061187906,67,Partly Cloudy
2020-06-13,15.480451404177593,38.97977454795198,1016.2800916790886,11.118146286878241,256,0.48607628252307816,80,Cloudy
2020-06-14,23.670003320245833,39.77273912917505,1016.4614280032594,5.036364843611635,58,0.17089329693241398,80,Cloudy
2020-06-15,20.233540959891144,24.995910391734142,1012.2050228804628,16.384398552569227,240,0.08320161819801987,7,Clear
2020-06-16,18.686244847548775,55.78757622562667,1005.8123729437787,7.797634729774481,168,0.022001202713629292,98,Cloudy
2020-06-17,17.127526816895614,50.45625984549214,1003.6538013926499,4.120040635500545,131,0.21724952176522466,80,Cloudy
2020-06-18,16.479633743067424,37.42287947010609,1022.0959230745349,28.286112960357674,333,0.4101112975082806,19,Clear
2020-06-19,23.12483628747799,32.530899091107344,1015.6630550325854,13.524084099267144,15,0.05511260418066447,49,Partly Cloudy
2020-06-20,14.18127215723016,28.868696459634684,1025.121851797581,4.481058042359548,326,0.0853417320772128,29,Partly Cloudy
2020-06-21,17.663407231930524,40.215834791727886,1017.823147647169,6.952715153669563,164,0.4034642291971772,60,Partly Cloudy
2020-06-22,13.831125875126455,26.11297205660217,1002.9666797522095,7.051648948536409,285,0.35480021110326415,2,Clear
2020-06-23,14.605316060354818,37.80387141885339,1001.4130956925648,5.724327712323224,339,0.2696748643798243,43,Partly Cloudy
2020-06-24,13.797697395158,36.962251183586964,1017.3395007439591,3.1575767872998934,99,0.5190565979916112,67,Partly Cloudy
2020-06-25,20.386567246234065,51.103394786224555,1015.5387206048125,7.029396784148775,178,0.3616468180862761,81,Cloudy
2020-06-26,13.420199171581405,31.69125686284005,1026.8040362115555,4.620820305333776,289,0.08799832389668123,31,Partly Cloudy
2020-06-27,21.75738298279016,32.49164425611534,1018.9542833193984,15.180052407546775,166,0.48178334111618126,23,Partly Cloudy
2020-06-28,12.609436977014894,53.69028988795213,1000.4611426866287,21.266922639451842,4,0.06849027106000558,9,Clear
2020-06-29,13.86092221157376,41.58392047797838,1014.5477585506557,0.47397938013555135,324,0.07108278405008515,8,Clear
2020-06-30,14.049240142780448,36.651037895004244,1018.4583466737171,0.5511278017923819,333,0.27590487857942747,42,Partly Cloudy
2020-07-01,15.423998614922205,20.12090656784322,1011.988052802958,25.907818655127173,346,0.18319280454251635,97,Cloudy
2020-07-02,16.20461761952686,28.324363689776067,1011.9772557887517,10.354213592420582,139,0.13729079855908186,69,Partly Cloudy
2020-07-03,19.017946121391546,33.23624591723605,1012.6281806900992,25.447307537406623,72,0.4563568936039421,88,Cloudy
2020-07-04,18.692227842317795,39.755645397790175,1015.6450790602863,14.782423880237735,5,0.23132568795308706,93,Cloudy
2020-07-05,14.03887720596729,54.08124894590796,1011.0221521684622,10.963983453805518,21,0.05960261713228391,47,Partly Cloudy
2020-07-06,14.194638061726272,20.647843423556495,1024.8694355246992,5.846687427432183,219,0.520293870091195,97,Cloudy
2020-07-07,10.836893262142215,21.382499150721834,1008.9017675684775,5.479594531232201,238,0.08846941607959906,37,Partly Cloudy
2020-07-08,12.925149969782549,26.58821912344257,1003.98471400095,16.64476676987501,348,0.04818017904582114,11,Clear
2020-07-09,14.304476891868813,27.311986901129277,1020.4463227791445,32.02055865582602,181,0.13843659855030943,94,Cloudy
2020-07-10,15.849945435178064,27.230985379544215,1014.1440275197159,1.6144533835752595,197,0.43778846631341367,13,Clear
2020-07-11,14.594842264068445,29.383078271200386,1011.2328806101938,15.897422004858692,75,0.17813017038611229,25,Partly Cloudy
2020-07-12,13.078212071951096,27.36004430946589,1008.0517016706073,11.022766023132336,107,0.05455400503862906,58,Partly Cloudy
2020-07-13,15.99750543483843,20.0,1011.9949631585474,6.090351237321385,140,0.05668107048757234,17,Clear
2020-07-14,14.56323900611544,31.6164700340494,1016.3519226154618,3.581704734568765,22,0.032764552163167225,9,Clear
2020-07-15,11.403214666532989,22.938245521723083,1024.6072035884574,9.062710687781454,92,0.4177644723457211,95,Cloudy
2020-07-16,12.674087018558941,53.756451288842555,1021.0029288413289,8.25247976271368,3,0.11370736090597393,94,Cloudy
2020-07-17,14.094627016802328,21.32703306354032,1016.1799500454767,18.57914615724023,152,0.10792227362583959,91,Cloudy
2020-07-18,6.86071014369504,39.174177860579036,1012.426720520985,15.219877365790023,259,0.44200642283471364,91,Cloudy
2020-07-19,12.447936076015353,38.18058433277528,1011.288743222294,13.320088017123897,171,0.19245879864212137,35,Partly Cloudy
2020-07-20,11.596591789656019,31.040475757301923,1024.4730734500345,28.13077412773622,180,0.7157020853149335,66,Partly Cloudy
2020-07-21,10.005186750857685,33.52590388662287,1025.2313185828104,12.98189334250184,265,0.48142026803046545,64,Partly Cloudy
2020-07-22,14.06792013229432,42.75906469404133,1006.4521076769402,17.779097304959322,71,0.10287714954773748,35,Partly Cloudy
2020-07-23,13.419801743511023,20.0,1009.6976026518427,15.97651124847885,151,0.05494033211923025,12,Clear
2020-07-24,9.031721254797663,26.307499004713037,1009.6820102005751,12.664992831049199,292,0.10777698791207894,81,Cloudy
2020-07-25,11.187192811508595,45.41705087997015,1010.6122686620513,9.425270212607632,64,0.01075425570428242,41,Partly Cloudy
2020-07-26,13.013867324677523,36.621591760178106,1014.7172570796456,6.987677458425005,39,0.7740147624276482,18,Clear
2020-07-27,10.744352642884872,27.29410226691644,1011.5251802836754,16.682076681541567,346,0.05874427170191333,45,Partly Cloudy
2020-07-28,13.955504531182946,20.278411792718657,1023.3537285543006,9.374556732197842,114,0.03442395037766193,94,Cloudy
2020-07-29,4.913117862060117,47.11244917314545,1015.2299244350125,16.345903757494938,19,0.06967627623777185,20,Partly Cloudy
2020-07-30,13.948985554861322,45.66660784643227,1009.409850000549,32.968998525010555,354,0.3241268384794213,25,Partly Cloudy
2020-07-31,11.033010097583318,35.49607296446876,1016.4734533390719,30.404414855035913,202,0.05298920686152503,3,Clear
2020-08-01,13.674491784426664,28.944863704200685,1011.5377055939482,7.379543676897568,161,0.0030970840346652875,30,Partly Cloudy
2020-08-02,11.672638223808784,35.96300308748489,1014.8381009838666,13.013329903086643,205,0.0622984485643569,55,Partly Cloudy
2020-08-03,8.679848217092292,37.73992869088188,1006.6088976514392,10.589444349870497,174,0.479395722196356,50,Partly Cloudy
2020-08-04,9.73019269687082,27.376501295252954,1015.4423903144282,12.825809552506199,180,0.40160783186970034,20,Partly Cloudy
2020-08-05,14.500574227186661,30.65733562978364,1007.8396591133444,7.051547257691965,103,0.014009102231062652,34,Partly Cloudy
2020-08-06,5.697560102285114,48.1382128518345,1020.149390171553,16.79830954373256,247,0.4555846454940474,53,Partly Cloudy
2020-08-07,6.315719370816565,33.16034341321889,1012.8774305855185,18.712349019507393,44,0.163014054209178,83,Cloudy
2020-08-08,6.812046512936732,37.6842288867093,1015.322362050488,2.85635618295261,179,0.6538329879296297,28,Partly Cloudy
2020-08-09,9.869901782039538,38.66386077674123,1012.8603142764159,16.684829099591596,19,0.14823226056908037,11,Clear
2020-08-10,12.251876742299245,49.32178784784577,1006.4497520951787,8.588450106048915,138,0.7408633974056151,37,Partly Cloudy
2020-08-11,6.463056400405541,23.652455041462215,1025.761288120356,19.511613462877143,320,0.16399902941687725,66,Partly Cloudy
2020-08-12,5.521478705224093,33.08737163239242,1016.5500150731249,7.269358109870561,183,0.2533877679316772,27,Partly Cloudy
2020-08-13,3.46314635685156,40.33332655007004,1020.6869185066515,35.93553839744058,345,0.39465898410010253,71,Cloudy
2020-08-14,10.96298589559431,34.078906018885924,1023.4302137316972,31.108748381821844,204,0.3039435978203118,4,Clear
2020-08-15,10.384032635839253,33.94550405292679,1005.5537934462582,13.84506908159074,57,0.1354929378480051,40,Partly Cloudy
2020-08-16,8.11528340349005,31.972907839530116,1010.9685863557531,2.852284045287247,61,0.3719257853555718,24,Partly Cloudy
2020-08-17,10.191756849240265,20.0,1005.6392202290701,69.01726276531359,189,0.44906902678273153,18,Clear
2020-08-18,4.629111529286799,37.88810441694597,1031.8928589269608,10.460053129606752,280,0.0002687243643744017,19,Clear
2020-08-19,5.586468344099651,43.41524075869957,1010.2137204595399,17.1315459356482,215,0.35106874462800974,5,Clear
